10625	4.58537	41	16
10626	4.63889	36	24
1063	5.35	98	21
10630	7.55837	26847	6674
10631	5.83617	35	27
10634	6.08295	88	79
10640	6.85812	5086	1710
10641	7.97587	175	99
10642	7.99085	152	83
1065	5.93673	49	16
10651	5.7	36	14
106523	6.71034	58	24
10653	6.08204	2795	1261
106560	7.57018	57	20
10659	5.82167	830	310
1066	6.31458	144	41
10660	6.77115	787	489
10662	7.02505	214	119
106631	5.76776	183	81
106662	6.79734	3457	856
10668	6.95708	137	76
10672	5.91846	364	186
10673	5.18671	73	33
106753	5.95442	852	130
10676	6.43642	151	61
10679	7.6875	112	59
10681	5.83414	1093	378
10682	6.37698	315	147
10683	8.32881	59	22
106836	5.6	45	12
10687	4.936	130	46
10688	5.28545	55	23
106929	5.71724	87	18
106935	5.30645	31	10
106969	7.20789	38	18
106978	7.60064	69	46
106999	6.41697	797	224
1070	6.07499	952	401
107012	7.37097	31	39
107027	6.87778	36	36
107029	5.26657	35	16
107056	4.61875	32	9
10707	6.31059	320	109
1071	6.53182	66	28
10712	4.4308	313	81
107148	7.41747	289	53
10715	3.89075	279	121
10716	5.93317	93	32
107173	5.87559	211	69
10718	5.91053	57	33
107181	6.43616	73	24
107190	6.8484	781	242
1072	6.57808	287	78
107255	6.94304	2158	413
1073	4.94763	274	106
107372	6.85846	65	31
10742	5.72619	47	14
107420	6.4	30	11
107435	5.34281	64	25
10744	5.05172	58	26
107463	6.10132	151	45
107464	5.67702	258	66
107529	6.96022	20847	4092
10753	6.44	30	6
10756	5.72754	524	258
10757	5.92391	46	15
107583	5.24783	46	17
1076	6.23125	48	24
107604	5.99449	69	13
107635	6.52499	334	129
107638	6.11758	327	99
107649	6.18846	143	52
10765	5.77692	65	43
107680	5.51786	56	25
10769	5.2	31	12
1077	6.53125	32	17
107703	6.93469	49	34
107704	7.25221	367	90
107733	5.28388	208	68
10776	6.39886	44	24
10780	6.2	43	35
107811	5.42483	41	17
107829	4.88983	117	30
10783	7.26023	44	35
107834	6.25	38	17
10785	6.51136	44	31
107861	6.17177	333	142
10788	7.43195	503	276
10789	6.77192	260	108
1079	6.51842	38	21
107917	7.1059	61	27
10793	3.19697	33	21
107938	5.37538	62	15
10797	6.204	30	33
107971	4.5625	88	20
10799	3.64422	1498	517
108	6.76927	1364	539
108012	6.68517	118	36
108018	8.32677	353	70
10802	5.72057	209	78
108044	6.27412	2514	622
10805	5.51939	49	36
10807	4.92955	88	33
108079	6.39896	48	53
10808	4.60056	41	7
108080	6.675	88	89
10809	5.97097	31	17
1081	6.37707	157	111
108100	5.29524	42	8
10811	5.36538	52	22
10813	5.53556	45	18
10814	6.35273	893	334
10815	4.97795	292	107
108155	6.1049	96	31
108156	5.42091	55	13
108157	6.13551	390	92
10816	4.66658	1649	387
108161	6.71913	502	157
108176	4.63594	32	13
10819	7.17711	580	330
1082	5.98925	107	39
10820	5.85	48	9
10822	6.82021	47	46
10829	6.5	117	61
10831	4.79175	103	59
108341	6.3964	120	58
108344	6.51469	591	151
10836	6.11604	53	24
108377	6.53155	302	70
1084	4.92979	47	21
10842	5.90513	39	25
108429	7.10429	91	47
108430	8.1093	86	47
10845	5.98438	32	17
108459	7.09275	40	17
10855	5.98333	48	29
108554	5.61231	128	62
108637	6.61223	330	98
108665	6.08029	624	263
108679	5.8289	173	108
10869	5.49766	364	188
1087	5.6444	125	33
108705	6.39905	211	60
108711	5.88689	148	79
108722	6.98623	993	369
108737	6.61075	107	43
108745	7.39504	22017	3551
10878	6.00685	120	23
108783	6.16266	308	93
108784	7.29533	3454	664
10880	6.59818	55	16
108831	7.14838	501	144
108832	6.14358	120	32
10884	7.49254	67	42
10885	5.74565	46	28
108862	6.3975	40	12
10890	7.01852	54	21
108906	7.31938	3260	829
10893	6.97879	33	27
10898	6.025	55	27
109	6.08	388	137
1090	4.19048	42	19
109005	5.76552	87	23
109017	5.7598	51	24
109019	7.42121	33	27
109044	6.35	30	15
10906	6.20373	59	26
109070	7.83714	35	14
109077	6.08088	113	31
10908	5.94258	609	258
1091	5.75286	56	23
109105	5.5029	138	73
10912	4.8439	82	45
109125	7.60194	1257	342
10914	6.77576	33	23
109143	6.93947	76	38
10915	5.53288	146	53
10916	6.65926	81	30
10917	5.49412	34	18
109215	5.88475	244	145
10925	5.10027	186	62
109252	5.47928	251	98
109276	7.82363	6183	1236
109285	7.21556	90	62
109291	7.53357	1038	282
109296	6.20896	200	39
1093	5.36571	35	14
10934	6.07639	2157	541
1094	3.54619	257	132
109451	6.02204	1021	320
109456	5.56596	166	100
10946	5.975	124	133
10947	6.53716	744	252
10949	5.37429	35	6
1095	3.77432	81	41
109548	6.81519	331	134
1096	4.71696	56	21
10960	5.48043	92	32
109612	6.34392	74	27
10962	5.63742	163	85
109635	7.54545	66	42
10964	7.13007	153	98
109643	5.73719	156	89
109657	6.14351	131	51
10966	5.96774	31	20
10968	6.24845	71	38
10971	7.47806	36	27
109718	5.75886	88	49
109732	5.50146	48	17
109764	6.06487	900	287
109779	6.66656	1268	382
109786	6.64697	33	33
1098	6.28126	500	186
109801	6.27171	223	55
10986	6.72403	154	93
10989	6.83858	325	124
1099	5.49234	817	259
109922	7.2468	103	64
109932	5.52257	808	240
109936	5.83197	61	25
10995	6.71111	63	57
10996	6.89444	45	24
109969	6.62488	799	238
10997	6.53016	2611	981
10998	5.84113	141	66
10999	5.32752	109	57
11	7.04109	40113	8817
110	6.24035	1712	544
11001	5.19489	88	52
11002	6.06709	179	103
1101	5.82014	353	158
110102	6.79639	360	106
11011	6.579	50	37
110160	5.57364	258	96
11017	4.39688	992	323
110245	6.65294	51	24
110260	6.72951	61	18
11027	6.32576	33	21
110277	7.06545	6854	1829
11028	3.7334	273	121
110286	6.46037	349	136
11030	7.25667	60	44
110327	7.7489	48671	8163
110331	6.58193	497	116
110336	7.13718	39	8
11037	5.12128	125	39
11038	6.98025	157	54
110407	7.18333	30	6
110434	5.04	40	17
11047	5.39747	79	54
1105	5.19412	85	30
11050	7.42742	31	28
110511	4.5	37	37
11052	5.22822	45	32
110524	6.40905	1074	305
110525	5.42738	65	20
11056	6.87879	33	18
11057	7.69245	688	295
110570	6.02409	62	11
110598	4.81143	35	7
11060	5.99429	105	61
110643	8.0	64	29
1107	6.78577	2414	526
11071	5.66765	34	24
11081	6.3261	602	258
11083	5.51364	66	43
11084	5.92764	176	55
11085	6.11225	49	14
110864	6.10732	41	11
110868	6.292	418	115
110870	6.33867	496	133
1109	5.56061	33	14
11091	8.0309	89	40
11093	7.52925	107	50
11096	7.18432	400	241
110962	3.63158	38	21
111	6.61604	1558	617
1110	5.74651	172	68
111026	7.0303	33	21
11104	6.08173	665	210
11106	6.83871	550	161
111069	6.60571	184	79
111081	6.98456	331	76
111097	6.69574	47	14
1111	6.29358	11136	2221
11110	6.47468	79	39
111105	6.97786	1634	597
11111	7.64178	73	40
111119	7.01705	88	22
11112	5.82857	42	36
111124	7.0118	3215	858
11113	6.82807	57	36
111142	6.12088	91	15
111148	6.66683	2051	473
11115	5.34091	44	50
11116	6.10244	41	40
111172	6.12926	323	70
111173	6.13003	778	244
11121	5.74	40	38
11122	7.24342	161	111
11124	6.34773	44	47
11125	6.26512	43	34
11126	5.97945	55	44
11127	6.12727	66	51
111275	6.77739	46	13
11129	6.38548	62	70
111299	5.22105	114	28
11131	6.29167	48	51
11132	6.73582	67	57
111327	5.64661	72	21
111341	7.80015	3470	908
11135	6.58772	57	47
11136	6.013	50	41
111379	6.57032	157	71
11138	5.13333	30	21
111387	6.19591	110	54
11139	6.90722	97	60
111417	6.88131	2447	692
111418	5.66667	30	27
111426	5.46178	45	13
11147	5.14444	162	57
11149	6.12627	59	33
1115	6.72103	9745	2124
111502	6.71135	555	138
111543	5.76064	47	11
11159	6.27528	543	178
1116	6.84319	1278	411
11160	6.06275	102	24
11161	6.29761	484	165
11166	7.71429	77	40
11167	4.46841	44	34
11168	7.0946	861	254
1117	6.57949	3859	1052
11170	7.43439	7930	2957
111732	6.87409	1307	402
11177	6.07447	47	20
11179	7.585	40	26
111799	7.69051	2740	823
111802	6.78182	55	49
11182	6.37883	583	197
111830	5.55222	90	39
111841	5.96651	43	20
111855	6.27803	76	14
111866	6.12054	186	86
11187	5.63354	240	102
11188	7.35448	58	27
11195	5.70823	124	55
111999	6.10909	238	49
112	6.84736	9056	2513
1120	5.72955	44	12
11200	4.66364	55	43
11202	6.09861	462	230
11205	5.40167	30	19
11208	5.48212	33	16
112092	7.22098	1188	441
112102	6.01301	146	30
112118	6.93977	88	34
112138	6.75279	3562	762
11215	5.58537	41	17
112192	6.61964	329	74
1122	5.28788	66	34
112210	5.77864	316	57
112233	5.86333	60	35
11229	6.88782	1589	541
11231	6.10877	1485	591
11235	5.82755	49	22
112373	6.45928	2325	690
112381	6.49019	265	156
11241	7.01935	46	26
112445	5.83557	194	89
112462	5.96236	89	72
11248	4.34262	61	25
1125	6.67758	623	183
11253	5.85111	45	52
112532	7.13889	36	23
112557	6.90152	33	15
11258	5.49898	49	33
112598	5.98527	656	180
1126	5.4878	755	322
11262	5.23542	72	28
11265	6.93212	644	298
112686	6.5074	5821	1058
11269	7.51593	264	135
112692	5.24045	111	30
112694	7.9767	91	27
1127	5.74167	48	21
11274	7.39294	228	128
11278	7.71818	44	23
112811	6.27969	32	11
11283	6.75	67	43
11284	7.34783	46	14
112840	5.84064	110	35
112844	5.71612	129	8
112869	6.44492	1430	217
11287	7.57903	31	24
11289	6.52333	30	35
11292	5.78468	62	45
11293	6.91964	56	47
112991	6.47091	394	82
112995	7.76212	33	19
113	6.63158	247	87
1130	6.16792	106	23
113066	6.1082	61	38
113070	5.70429	70	33
1132	5.67929	169	51
11320	6.10638	47	18
113200	4.72088	91	35
113289	6.68943	2881	687
113293	6.49695	894	286
113294	6.98559	15963	3442
1133	5.73091	110	68
11330	7.04305	141	52
113301	6.26832	155	59
113311	5.93962	53	24
113312	5.47379	124	33
113324	6.11321	53	34
113332	5.8315	40	26
113337	9.01582	35	18
113360	5.97743	35	19
11339	6.49219	32	31
113401	6.77473	4423	688
113428	6.825	32	14
113436	3.71121	58	39
113456	6.25135	37	16
11347	5.65556	45	35
113490	3.99143	35	15
11351	5.99167	30	18
113513	5.76837	49	13
113517	5.83539	51	15
113518	5.50081	37	13
113544	6.06667	30	14
113567	7.20874	151	38
11357	6.26167	60	34
1136	5.42247	89	37
113636	7.06905	1650	452
113656	6.44016	127	35
11370	2.91288	52	35
113700	6.32833	54	22
11373	6.71887	53	48
113780	5.64727	55	20
1138	5.6351	98	55
113819	4.89891	1017	260
11385	6.21793	426	145
113853	6.23729	214	89
113873	7.77002	1564	572
11388	7.9375	32	17
113924	7.14059	17283	2741
113927	7.24462	420	89
11393	5.10204	49	22
113931	7.61184	166	25
113937	6.35607	107	29
11394	5.6405	121	55
11396	6.37299	234	86
113971	8.81351	74	49
11399	6.54896	48	37
113995	6.07812	32	12
113997	7.15514	5028	903
114	6.36883	77	30
1140	5.85378	119	48
11402	5.7871	31	27
114031	6.72493	2160	551
11404	5.83352	82	39
11407	5.83119	59	22
11408	5.15	30	15
11412	5.87333	225	110
11413	5.9268	50	16
114139	7.08333	48	29
11414	5.72426	68	42
11415	5.01213	613	273
11416	4.45193	394	156
1142	5.65714	70	37
114228	5.81803	61	14
114261	7.48011	88	71
114284	5.88333	36	8
11429	7.34253	87	39
1143	6.64068	569	234
114316	5.60465	86	46
11432	7.42953	149	50
11433	6.81579	38	26
11435	6.555	60	32
11436	7.73246	114	37
11437	7.80793	145	53
11438	7.37699	113	49
114386	7.24796	49	17
114387	6.86138	852	289
1144	5.92564	691	258
114405	5.78387	62	18
11441	5.94861	36	29
114438	6.72108	542	213
11446	5.77949	133	37
1145	6.88509	214	131
114504	7.94674	46	13
11452	6.88039	51	36
114530	7.28083	96	55
11456	5.77788	85	37
1146	5.68153	400	235
11464	5.71205	100	59
11465	6.91753	77	50
11466	6.61785	33	19
114667	6.42895	637	250
114684	6.52599	360	89
114689	5.79032	31	9
11469	6.39783	46	39
1147	4.88714	297	158
11473	5.78	35	37
11476	5.8566	53	78
11477	6.73158	57	35
114784	6.29321	140	51
1148	3.46364	55	40
114800	7.34598	87	10
11482	5.97267	86	61
11483	5.53837	43	45
11484	4.12253	36	15
114863	5.83343	131	55
114871	5.7573	489	253
1149	6.31311	714	355
114903	6.26361	958	361
114912	6.61716	479	198
11494	6.00909	33	25
11496	5.67742	31	34
11498	6.11667	30	33
11499	6.50984	61	38
114991	6.64984	538	137
115	6.77854	3611	1218
1150	5.68263	919	398
11500	6.58636	77	58
11508	5.56282	78	39
11510	6.5	37	19
115105	5.69573	2061	468
11511	5.38226	31	37
11512	6.36	45	38
11514	6.65875	80	58
11519	3.85	30	21
1152	6.47981	500	236
115233	6.56854	914	240
11525	6.02439	82	61
11527	6.11	53	44
11528	5.40549	82	65
115288	6.92423	355	88
115293	6.82895	873	311
11530	4.61667	42	19
11531	6.12391	87	73
11532	3.68529	68	55
115325	7.22903	31	17
11534	6.4475	40	36
115370	7.65875	40	16
11542	6.14307	166	47
11547	5.84	55	17
1155	6.80876	1471	587
11551	5.53132	38	12
11552	6.03684	38	45
11556	4.75356	30	17
1156	4.99623	53	28
11561	4.82059	34	29
11562	6.17674	43	28
11563	5.05556	36	36
1157	5.8426	1160	359
11573	5.36284	148	68
115746	8.51211	15508	2797
115793	4.28147	177	57
11581	6.96924	66	26
11582	7.02068	266	113
11585	5.47041	98	44
1159	6.87178	4403	1275
115944	5.98111	45	36
115976	6.17312	186	73
116	6.53347	19942	4669
1160	6.54627	161	63
11600	5.59149	47	17
11601	6.59881	42	30
116046	7.73918	95	38
1161	6.02442	234	114
116124	5.63377	77	16
11616	5.26364	55	27
11618	5.32436	937	360
116194	6.15814	43	8
1162	5.52273	110	58
116231	6.56729	48	5
11628	5.3456	216	85
11629	6.66797	64	25
1163	5.9575	584	133
11632	6.42446	83	39
11634	5.71723	2124	596
11635	5.00476	63	33
11640	6.70244	41	19
116402	6.92703	37	14
11641	5.05135	37	17
11642	5.24447	47	19
116422	4.72683	82	37
11646	6.49728	85	48
11648	6.54655	58	30
116593	4.87318	173	48
116596	5.3702	117	41
1167	6.18962	53	17
11670	4.47671	219	129
11673	4.96038	53	58
116735	6.525	32	41
116736	6.91579	38	39
116737	6.74545	44	42
116739	6.60294	34	36
11680	6.2071	31	12
116806	8.22794	68	32
116821	4.40525	61	12
11683	4.62195	41	31
116849	6.15385	39	3
116858	6.51093	1135	199
116860	6.30766	141	16
116877	6.3902	204	51
11689	6.21875	32	15
11694	6.657	100	75
116948	5.78228	276	112
11695	6.17957	208	128
116954	6.84574	3041	738
116970	5.69825	57	13
116972	5.72381	63	11
116975	5.204	75	9
116978	5.90543	129	41
116981	6.00536	254	70
11699	6.69236	72	64
116998	7.35871	4639	1027
117	6.95721	1490	531
1170	4.44304	191	65
11701	5.4879	62	44
11703	5.53059	56	38
11705	6.48238	320	177
11706	5.9678	286	162
11707	6.81429	49	42
11708	7.15846	65	28
1171	5.80029	104	57
11714	4.77375	40	7
11726	5.78333	30	22
1173	5.78927	110	35
11730	6.16067	135	63
11733	6.35506	464	153
11737	3.67949	39	18
11739	3.93548	31	22
1174	4.92837	141	45
11751	5.35	44	20
11753	4.0275	68	26
117549	5.97968	125	37
117555	5.69993	277	80
117558	7.95484	31	18
11756	7.22719	57	41
11760	5.55784	311	114
11763	6.83333	39	30
11764	7.27609	46	37
11765	4.57765	85	31
11766	6.26984	63	38
117663	6.30802	1575	276
1177	5.90547	201	74
117707	6.24633	150	29
11778	4.87256	172	85
117784	5.18201	164	68
1178	5.40522	238	67
117815	5.51136	44	11
117823	5.63407	135	39
117838	6.29718	845	163
11784	4.74516	31	16
117854	6.68	418	127
117862	5.72688	93	28
117885	5.99674	46	15
117891	5.77872	47	13
11790	5.76494	77	46
117908	5.70446	101	26
117910	4.71983	58	15
117914	6.57664	1129	373
117915	7.37167	3570	959
117942	6.37713	1912	482
117959	7.13484	9836	1937
117960	6.45803	2215	571
117975	6.03333	60	41
117985	7.00469	3387	827
117986	6.80943	53	7
117987	5.46877	158	44
117992	5.84368	261	60
117995	6.31949	747	218
117997	6.50902	68	17
118	7.43915	18119	4659
11800	5.32203	59	32
118000	6.71762	1310	399
118001	5.74316	95	17
118023	6.44446	538	141
118025	6.01917	313	82
118048	7.64216	16988	2911
118051	6.25067	75	31
118063	6.52683	3622	848
118174	6.7379	2651	715
118177	6.36824	124	44
11821	6.34524	84	65
118215	6.13306	203	50
11822	4.59677	31	15
11824	3.65789	57	11
118247	6.2708	1599	266
11825	8.23988	1572	758
118258	5.82258	31	12
11826	5.49189	73	50
118293	6.49697	259	44
118294	5.79985	45	13
118315	5.50507	152	61
118325	5.94508	61	19
118326	6.33333	33	16
118330	6.02907	129	57
118336	7.27419	31	15
118337	6.1929	465	189
118339	5.17528	292	106
118340	4.78716	74	31
118342	6.13417	84	48
118385	6.79775	380	132
1184	5.19259	81	28
118402	6.56763	910	305
118410	6.11959	1399	286
118418	6.72873	1556	400
118452	6.09811	159	42
118497	6.59719	988	327
118515	5.9558	138	66
118536	6.881	1672	547
118537	8.175	36	23
118539	6.33222	45	32
11854	4.38667	30	14
11855	6.65	40	26
118553	6.47308	185	52
118559	7.56885	61	32
118567	5.92632	76	42
118568	6.68426	156	42
118610	6.66551	1227	289
11862	4.26364	55	30
118627	6.15357	56	8
11863	4.02031	64	23
11865	6.63866	455	114
118688	7.7775	40	22
118695	6.93845	1769	403
118697	6.09714	35	10
118699	5.58108	37	11
1187	6.16255	282	155
118703	6.86941	237	108
118705	6.76814	1679	312
118713	5.775	32	10
11873	5.70764	56	30
118732	6.52113	97	52
118776	6.34288	533	190
1188	5.9577	521	202
11883	5.45612	250	70
11886	6.97213	183	94
11888	6.06522	46	15
11889	6.89167	60	54
1189	7.11926	94	51
118950	6.17522	113	15
118953	6.0952	125	18
118955	4.44605	152	27
11899	5.75594	96	21
119	6.64272	4740	1515
1190	5.27881	421	165
11901	2.69654	3439	1013
119012	6.91973	1037	303
119109	5.83942	120	49
119165	5.35	56	26
119193	5.61926	472	164
119194	4.8212	83	26
11924	5.94265	34	14
11925	6.64655	37	14
119265	5.93024	295	103
11929	5.96159	641	214
1193	5.3487	77	26
11930	6.12247	93	48
119316	5.24047	128	21
119337	6.57445	759	303
11937	6.20515	68	53
11938	4.85	36	19
119391	6.91531	1581	399
1194	6.90661	1127	472
119407	5.74953	1163	278
119432	7.36135	4711	1256
11945	6.87333	978	214
119464	6.53987	242	62
119472	5.51417	127	28
119474	5.67462	65	16
11949	7.33363	561	289
11950	4.69974	78	24
